,Id,ActivityHour,TotalIntensity,AverageIntensity
12824,5553957443,4/19/2016 10:00:00 PM,9,0.15
12827,5553957443,4/20/2016 1:00:00 AM,1,0.016667
12828,5553957443,4/20/2016 2:00:00 AM,2,0.033333
12830,5553957443,4/20/2016 4:00:00 AM,2,0.033333
12831,5553957443,4/20/2016 5:00:00 AM,1,0.016667
12832,5553957443,4/20/2016 6:00:00 AM,5,0.083333
12834,5553957443,4/20/2016 8:00:00 AM,2,0.033333
12836,5553957443,4/20/2016 10:00:00 AM,5,0.083333
12837,5553957443,4/20/2016 11:00:00 AM,5,0.083333
12838,5553957443,4/20/2016 12:00:00 PM,19,0.316667
12839,5553957443,4/20/2016 1:00:00 PM,23,0.383333
12840,5553957443,4/20/2016 2:00:00 PM,10,0.166667
12841,5553957443,4/20/2016 3:00:00 PM,4,0.066667
12842,5553957443,4/20/2016 4:00:00 PM,7,0.116667
12843,5553957443,4/20/2016 5:00:00 PM,5,0.083333
12844,5553957443,4/20/2016 6:00:00 PM,1,0.016667
12845,5553957443,4/20/2016 7:00:00 PM,4,0.066667
12846,5553957443,4/20/2016 8:00:00 PM,22,0.366667
12847,5553957443,4/20/2016 9:00:00 PM,13,0.216667
12848,5553957443,4/20/2016 10:00:00 PM,16,0.266667
12849,5553957443,4/20/2016 11:00:00 PM,1,0.016667
12852,5553957443,4/21/2016 2:00:00 AM,6,0.1
12855,5553957443,4/21/2016 5:00:00 AM,2,0.033333
12856,5553957443,4/21/2016 6:00:00 AM,25,0.416667
12857,5553957443,4/21/2016 7:00:00 AM,17,0.283333
12858,5553957443,4/21/2016 8:00:00 AM,46,0.766667
12859,5553957443,4/21/2016 9:00:00 AM,3,0.05
12860,5553957443,4/21/2016 10:00:00 AM,2,0.033333
12861,5553957443,4/21/2016 11:00:00 AM,5,0.083333
12862,5553957443,4/21/2016 12:00:00 PM,9,0.15
12863,5553957443,4/21/2016 1:00:00 PM,7,0.116667
12864,5553957443,4/21/2016 2:00:00 PM,2,0.033333
12868,5553957443,4/21/2016 6:00:00 PM,78,1.3
12869,5553957443,4/21/2016 7:00:00 PM,27,0.45
12870,5553957443,4/21/2016 8:00:00 PM,1,0.016667
12871,5553957443,4/21/2016 9:00:00 PM,43,0.716667
12872,5553957443,4/21/2016 10:00:00 PM,3,0.05
12873,5553957443,4/21/2016 11:00:00 PM,22,0.366667
12876,5553957443,4/22/2016 2:00:00 AM,1,0.016667
12879,5553957443,4/22/2016 5:00:00 AM,9,0.15
12880,5553957443,4/22/2016 6:00:00 AM,35,0.583333
12881,5553957443,4/22/2016 7:00:00 AM,44,0.733333
12882,5553957443,4/22/2016 8:00:00 AM,7,0.116667
12883,5553957443,4/22/2016 9:00:00 AM,7,0.116667
12884,5553957443,4/22/2016 10:00:00 AM,2,0.033333
12885,5553957443,4/22/2016 11:00:00 AM,3,0.05
12886,5553957443,4/22/2016 12:00:00 PM,10,0.166667
12887,5553957443,4/22/2016 1:00:00 PM,12,0.2
12888,5553957443,4/22/2016 2:00:00 PM,13,0.216667
12889,5553957443,4/22/2016 3:00:00 PM,42,0.7
12890,5553957443,4/22/2016 4:00:00 PM,75,1.25
12891,5553957443,4/22/2016 5:00:00 PM,16,0.266667
12892,5553957443,4/22/2016 6:00:00 PM,15,0.25
12893,5553957443,4/22/2016 7:00:00 PM,28,0.466667
12894,5553957443,4/22/2016 8:00:00 PM,11,0.183333
12895,5553957443,4/22/2016 9:00:00 PM,24,0.4
12896,5553957443,4/22/2016 10:00:00 PM,8,0.133333
12897,5553957443,4/22/2016 11:00:00 PM,15,0.25
12898,5553957443,4/23/2016 12:00:00 AM,17,0.283333
12899,5553957443,4/23/2016 1:00:00 AM,2,0.033333
12900,5553957443,4/23/2016 2:00:00 AM,1,0.016667
12903,5553957443,4/23/2016 5:00:00 AM,3,0.05
12904,5553957443,4/23/2016 6:00:00 AM,1,0.016667
12907,5553957443,4/23/2016 9:00:00 AM,1,0.016667
12908,5553957443,4/23/2016 10:00:00 AM,2,0.033333
12909,5553957443,4/23/2016 11:00:00 AM,4,0.066667
12910,5553957443,4/23/2016 12:00:00 PM,9,0.15
12911,5553957443,4/23/2016 1:00:00 PM,2,0.033333
12913,5553957443,4/23/2016 3:00:00 PM,7,0.116667
12914,5553957443,4/23/2016 4:00:00 PM,27,0.45
12915,5553957443,4/23/2016 5:00:00 PM,24,0.4
12916,5553957443,4/23/2016 6:00:00 PM,35,0.583333
12917,5553957443,4/23/2016 7:00:00 PM,31,0.516667
12918,5553957443,4/23/2016 8:00:00 PM,28,0.466667
12919,5553957443,4/23/2016 9:00:00 PM,26,0.433333
12920,5553957443,4/23/2016 10:00:00 PM,20,0.333333
12921,5553957443,4/23/2016 11:00:00 PM,32,0.533333
12922,5553957443,4/24/2016 12:00:00 AM,9,0.15
12925,5553957443,4/24/2016 3:00:00 AM,1,0.016667
12926,5553957443,4/24/2016 4:00:00 AM,4,0.066667
12927,5553957443,4/24/2016 5:00:00 AM,3,0.05
12928,5553957443,4/24/2016 6:00:00 AM,2,0.033333
12929,5553957443,4/24/2016 7:00:00 AM,1,0.016667
12931,5553957443,4/24/2016 9:00:00 AM,2,0.033333
12932,5553957443,4/24/2016 10:00:00 AM,11,0.183333
12933,5553957443,4/24/2016 11:00:00 AM,5,0.083333
12934,5553957443,4/24/2016 12:00:00 PM,6,0.1
12935,5553957443,4/24/2016 1:00:00 PM,2,0.033333
12936,5553957443,4/24/2016 2:00:00 PM,4,0.066667
12938,5553957443,4/24/2016 4:00:00 PM,2,0.033333
12939,5553957443,4/24/2016 5:00:00 PM,11,0.183333
12940,5553957443,4/24/2016 6:00:00 PM,5,0.083333
12941,5553957443,4/24/2016 7:00:00 PM,2,0.033333
12942,5553957443,4/24/2016 8:00:00 PM,17,0.283333
12943,5553957443,4/24/2016 9:00:00 PM,16,0.266667
12944,5553957443,4/24/2016 10:00:00 PM,1,0.016667
12951,5553957443,4/25/2016 5:00:00 AM,3,0.05
12952,5553957443,4/25/2016 6:00:00 AM,26,0.433333
12953,5553957443,4/25/2016 7:00:00 AM,60,1.0
12954,5553957443,4/25/2016 8:00:00 AM,2,0.033333
12955,5553957443,4/25/2016 9:00:00 AM,2,0.033333
12956,5553957443,4/25/2016 10:00:00 AM,3,0.05
12957,5553957443,4/25/2016 11:00:00 AM,8,0.133333
12958,5553957443,4/25/2016 12:00:00 PM,2,0.033333
12960,5553957443,4/25/2016 2:00:00 PM,24,0.4
12961,5553957443,4/25/2016 3:00:00 PM,8,0.133333
12962,5553957443,4/25/2016 4:00:00 PM,7,0.116667
12963,5553957443,4/25/2016 5:00:00 PM,50,0.833333
12964,5553957443,4/25/2016 6:00:00 PM,25,0.416667
12965,5553957443,4/25/2016 7:00:00 PM,21,0.35
12966,5553957443,4/25/2016 8:00:00 PM,5,0.083333
12967,5553957443,4/25/2016 9:00:00 PM,21,0.35
12968,5553957443,4/25/2016 10:00:00 PM,4,0.066667
12972,5553957443,4/26/2016 2:00:00 AM,1,0.016667
12973,5553957443,4/26/2016 3:00:00 AM,1,0.016667
12975,5553957443,4/26/2016 5:00:00 AM,1,0.016667
12976,5553957443,4/26/2016 6:00:00 AM,38,0.633333
12977,5553957443,4/26/2016 7:00:00 AM,55,0.916667
12978,5553957443,4/26/2016 8:00:00 AM,2,0.033333
12979,5553957443,4/26/2016 9:00:00 AM,6,0.1
12980,5553957443,4/26/2016 10:00:00 AM,5,0.083333
12981,5553957443,4/26/2016 11:00:00 AM,3,0.05
12983,5553957443,4/26/2016 1:00:00 PM,27,0.45
12984,5553957443,4/26/2016 2:00:00 PM,4,0.066667
12987,5553957443,4/26/2016 5:00:00 PM,51,0.85
12988,5553957443,4/26/2016 6:00:00 PM,20,0.333333
12989,5553957443,4/26/2016 7:00:00 PM,17,0.283333
12990,5553957443,4/26/2016 8:00:00 PM,18,0.3
12991,5553957443,4/26/2016 9:00:00 PM,12,0.2
12992,5553957443,4/26/2016 10:00:00 PM,28,0.466667
12993,5553957443,4/26/2016 11:00:00 PM,5,0.083333
12996,5553957443,4/27/2016 2:00:00 AM,1,0.016667
12998,5553957443,4/27/2016 4:00:00 AM,1,0.016667
12999,5553957443,4/27/2016 5:00:00 AM,1,0.016667
13000,5553957443,4/27/2016 6:00:00 AM,38,0.633333
13001,5553957443,4/27/2016 7:00:00 AM,27,0.45
13002,5553957443,4/27/2016 8:00:00 AM,9,0.15
13003,5553957443,4/27/2016 9:00:00 AM,4,0.066667
13004,5553957443,4/27/2016 10:00:00 AM,3,0.05
13005,5553957443,4/27/2016 11:00:00 AM,13,0.216667
13006,5553957443,4/27/2016 12:00:00 PM,12,0.2
13007,5553957443,4/27/2016 1:00:00 PM,9,0.15
13008,5553957443,4/27/2016 2:00:00 PM,4,0.066667
13009,5553957443,4/27/2016 3:00:00 PM,11,0.183333
13010,5553957443,4/27/2016 4:00:00 PM,2,0.033333
13011,5553957443,4/27/2016 5:00:00 PM,92,1.533333
13012,5553957443,4/27/2016 6:00:00 PM,27,0.45
13013,5553957443,4/27/2016 7:00:00 PM,1,0.016667
13014,5553957443,4/27/2016 8:00:00 PM,18,0.3
13015,5553957443,4/27/2016 9:00:00 PM,13,0.216667
13020,5553957443,4/28/2016 2:00:00 AM,2,0.033333
13021,5553957443,4/28/2016 3:00:00 AM,2,0.033333
13024,5553957443,4/28/2016 6:00:00 AM,6,0.1
13025,5553957443,4/28/2016 7:00:00 AM,42,0.7
13026,5553957443,4/28/2016 8:00:00 AM,24,0.4
13027,5553957443,4/28/2016 9:00:00 AM,7,0.116667
13028,5553957443,4/28/2016 10:00:00 AM,8,0.133333
13029,5553957443,4/28/2016 11:00:00 AM,5,0.083333
13030,5553957443,4/28/2016 12:00:00 PM,6,0.1
13031,5553957443,4/28/2016 1:00:00 PM,18,0.3
13033,5553957443,4/28/2016 3:00:00 PM,1,0.016667
13034,5553957443,4/28/2016 4:00:00 PM,50,0.833333
13035,5553957443,4/28/2016 5:00:00 PM,22,0.366667
13036,5553957443,4/28/2016 6:00:00 PM,3,0.05
13037,5553957443,4/28/2016 7:00:00 PM,7,0.116667
13038,5553957443,4/28/2016 8:00:00 PM,6,0.1
13039,5553957443,4/28/2016 9:00:00 PM,13,0.216667
13041,5553957443,4/28/2016 11:00:00 PM,1,0.016667
13044,5553957443,4/29/2016 2:00:00 AM,1,0.016667
13045,5553957443,4/29/2016 3:00:00 AM,5,0.083333
13046,5553957443,4/29/2016 4:00:00 AM,2,0.033333
13048,5553957443,4/29/2016 6:00:00 AM,36,0.6
13049,5553957443,4/29/2016 7:00:00 AM,62,1.033333
13050,5553957443,4/29/2016 8:00:00 AM,4,0.066667
13052,5553957443,4/29/2016 10:00:00 AM,14,0.233333
13054,5553957443,4/29/2016 12:00:00 PM,17,0.283333
13055,5553957443,4/29/2016 1:00:00 PM,11,0.183333
13056,5553957443,4/29/2016 2:00:00 PM,5,0.083333
13057,5553957443,4/29/2016 3:00:00 PM,10,0.166667
13058,5553957443,4/29/2016 4:00:00 PM,65,1.083333
13059,5553957443,4/29/2016 5:00:00 PM,26,0.433333
13060,5553957443,4/29/2016 6:00:00 PM,26,0.433333
13061,5553957443,4/29/2016 7:00:00 PM,12,0.2
13062,5553957443,4/29/2016 8:00:00 PM,12,0.2
13063,5553957443,4/29/2016 9:00:00 PM,5,0.083333
13064,5553957443,4/29/2016 10:00:00 PM,1,0.016667
13065,5553957443,4/29/2016 11:00:00 PM,17,0.283333
13071,5553957443,4/30/2016 5:00:00 AM,1,0.016667
13072,5553957443,4/30/2016 6:00:00 AM,2,0.033333
13076,5553957443,4/30/2016 10:00:00 AM,1,0.016667
13077,5553957443,4/30/2016 11:00:00 AM,8,0.133333
13078,5553957443,4/30/2016 12:00:00 PM,8,0.133333
13080,5553957443,4/30/2016 2:00:00 PM,2,0.033333
13081,5553957443,4/30/2016 3:00:00 PM,2,0.033333
13082,5553957443,4/30/2016 4:00:00 PM,1,0.016667
13083,5553957443,4/30/2016 5:00:00 PM,3,0.05
13084,5553957443,4/30/2016 6:00:00 PM,4,0.066667
13085,5553957443,4/30/2016 7:00:00 PM,24,0.4
13086,5553957443,4/30/2016 8:00:00 PM,3,0.05
13087,5553957443,4/30/2016 9:00:00 PM,6,0.1
13088,5553957443,4/30/2016 10:00:00 PM,13,0.216667
13089,5553957443,4/30/2016 11:00:00 PM,6,0.1
13095,5553957443,5/1/2016 5:00:00 AM,5,0.083333
13096,5553957443,5/1/2016 6:00:00 AM,1,0.016667
13098,5553957443,5/1/2016 8:00:00 AM,2,0.033333
13099,5553957443,5/1/2016 9:00:00 AM,13,0.216667
13100,5553957443,5/1/2016 10:00:00 AM,33,0.55
13101,5553957443,5/1/2016 11:00:00 AM,22,0.366667
13102,5553957443,5/1/2016 12:00:00 PM,40,0.666667
13103,5553957443,5/1/2016 1:00:00 PM,27,0.45
13104,5553957443,5/1/2016 2:00:00 PM,8,0.133333
13106,5553957443,5/1/2016 4:00:00 PM,7,0.116667
13107,5553957443,5/1/2016 5:00:00 PM,17,0.283333
13108,5553957443,5/1/2016 6:00:00 PM,8,0.133333
13109,5553957443,5/1/2016 7:00:00 PM,32,0.533333
13110,5553957443,5/1/2016 8:00:00 PM,14,0.233333
13111,5553957443,5/1/2016 9:00:00 PM,3,0.05
13112,5553957443,5/1/2016 10:00:00 PM,5,0.083333
13116,5553957443,5/2/2016 2:00:00 AM,1,0.016667
13119,5553957443,5/2/2016 5:00:00 AM,2,0.033333
13120,5553957443,5/2/2016 6:00:00 AM,34,0.566667
13121,5553957443,5/2/2016 7:00:00 AM,27,0.45
13122,5553957443,5/2/2016 8:00:00 AM,8,0.133333
13123,5553957443,5/2/2016 9:00:00 AM,8,0.133333
13124,5553957443,5/2/2016 10:00:00 AM,8,0.133333
13125,5553957443,5/2/2016 11:00:00 AM,10,0.166667
13126,5553957443,5/2/2016 12:00:00 PM,5,0.083333
13127,5553957443,5/2/2016 1:00:00 PM,5,0.083333
13128,5553957443,5/2/2016 2:00:00 PM,3,0.05
13129,5553957443,5/2/2016 3:00:00 PM,4,0.066667
13131,5553957443,5/2/2016 5:00:00 PM,51,0.85
13132,5553957443,5/2/2016 6:00:00 PM,22,0.366667
13133,5553957443,5/2/2016 7:00:00 PM,12,0.2
13134,5553957443,5/2/2016 8:00:00 PM,10,0.166667
13135,5553957443,5/2/2016 9:00:00 PM,8,0.133333
13136,5553957443,5/2/2016 10:00:00 PM,2,0.033333
13138,5553957443,5/3/2016 12:00:00 AM,4,0.066667
13139,5553957443,5/3/2016 1:00:00 AM,1,0.016667
13140,5553957443,5/3/2016 2:00:00 AM,1,0.016667
13141,5553957443,5/3/2016 3:00:00 AM,1,0.016667
13143,5553957443,5/3/2016 5:00:00 AM,14,0.233333
13144,5553957443,5/3/2016 6:00:00 AM,41,0.683333
13145,5553957443,5/3/2016 7:00:00 AM,17,0.283333
13147,5553957443,5/3/2016 9:00:00 AM,5,0.083333
13148,5553957443,5/3/2016 10:00:00 AM,7,0.116667
13149,5553957443,5/3/2016 11:00:00 AM,4,0.066667
13150,5553957443,5/3/2016 12:00:00 PM,17,0.283333
13151,5553957443,5/3/2016 1:00:00 PM,1,0.016667
13153,5553957443,5/3/2016 3:00:00 PM,2,0.033333
13154,5553957443,5/3/2016 4:00:00 PM,64,1.066667
13155,5553957443,5/3/2016 5:00:00 PM,72,1.2
13156,5553957443,5/3/2016 6:00:00 PM,21,0.35
13157,5553957443,5/3/2016 7:00:00 PM,42,0.7
13158,5553957443,5/3/2016 8:00:00 PM,34,0.566667
13159,5553957443,5/3/2016 9:00:00 PM,7,0.116667
13160,5553957443,5/3/2016 10:00:00 PM,17,0.283333
13161,5553957443,5/3/2016 11:00:00 PM,11,0.183333
13162,5553957443,5/4/2016 12:00:00 AM,11,0.183333
13164,5553957443,5/4/2016 2:00:00 AM,1,0.016667
13168,5553957443,5/4/2016 6:00:00 AM,4,0.066667
13170,5553957443,5/4/2016 8:00:00 AM,6,0.1
13171,5553957443,5/4/2016 9:00:00 AM,3,0.05
13172,5553957443,5/4/2016 10:00:00 AM,5,0.083333
13173,5553957443,5/4/2016 11:00:00 AM,1,0.016667
13174,5553957443,5/4/2016 12:00:00 PM,7,0.116667
13175,5553957443,5/4/2016 1:00:00 PM,9,0.15
13176,5553957443,5/4/2016 2:00:00 PM,20,0.333333
13177,5553957443,5/4/2016 3:00:00 PM,24,0.4
13178,5553957443,5/4/2016 4:00:00 PM,17,0.283333
13179,5553957443,5/4/2016 5:00:00 PM,29,0.483333
13180,5553957443,5/4/2016 6:00:00 PM,25,0.416667
13181,5553957443,5/4/2016 7:00:00 PM,30,0.5
13182,5553957443,5/4/2016 8:00:00 PM,6,0.1
13183,5553957443,5/4/2016 9:00:00 PM,19,0.316667
13184,5553957443,5/4/2016 10:00:00 PM,7,0.116667
13187,5553957443,5/5/2016 1:00:00 AM,1,0.016667
13191,5553957443,5/5/2016 5:00:00 AM,1,0.016667
13192,5553957443,5/5/2016 6:00:00 AM,19,0.316667
13193,5553957443,5/5/2016 7:00:00 AM,30,0.5
13194,5553957443,5/5/2016 8:00:00 AM,45,0.75
13195,5553957443,5/5/2016 9:00:00 AM,10,0.166667
13196,5553957443,5/5/2016 10:00:00 AM,2,0.033333
13197,5553957443,5/5/2016 11:00:00 AM,3,0.05
13198,5553957443,5/5/2016 12:00:00 PM,9,0.15
13199,5553957443,5/5/2016 1:00:00 PM,6,0.1
13200,5553957443,5/5/2016 2:00:00 PM,13,0.216667
13201,5553957443,5/5/2016 3:00:00 PM,3,0.05
13202,5553957443,5/5/2016 4:00:00 PM,80,1.333333
13203,5553957443,5/5/2016 5:00:00 PM,87,1.45
13204,5553957443,5/5/2016 6:00:00 PM,14,0.233333
13205,5553957443,5/5/2016 7:00:00 PM,25,0.416667
13206,5553957443,5/5/2016 8:00:00 PM,43,0.716667
13207,5553957443,5/5/2016 9:00:00 PM,19,0.316667
13208,5553957443,5/5/2016 10:00:00 PM,20,0.333333
13209,5553957443,5/5/2016 11:00:00 PM,1,0.016667
13213,5553957443,5/6/2016 3:00:00 AM,1,0.016667
13214,5553957443,5/6/2016 4:00:00 AM,4,0.066667
13215,5553957443,5/6/2016 5:00:00 AM,1,0.016667
13216,5553957443,5/6/2016 6:00:00 AM,12,0.2
13217,5553957443,5/6/2016 7:00:00 AM,38,0.633333
13218,5553957443,5/6/2016 8:00:00 AM,52,0.866667
13219,5553957443,5/6/2016 9:00:00 AM,3,0.05
13220,5553957443,5/6/2016 10:00:00 AM,1,0.016667
13221,5553957443,5/6/2016 11:00:00 AM,4,0.066667
13222,5553957443,5/6/2016 12:00:00 PM,9,0.15
13223,5553957443,5/6/2016 1:00:00 PM,2,0.033333
13224,5553957443,5/6/2016 2:00:00 PM,17,0.283333
13225,5553957443,5/6/2016 3:00:00 PM,3,0.05
13227,5553957443,5/6/2016 5:00:00 PM,56,0.933333
13228,5553957443,5/6/2016 6:00:00 PM,31,0.516667
13229,5553957443,5/6/2016 7:00:00 PM,31,0.516667
13230,5553957443,5/6/2016 8:00:00 PM,21,0.35
13231,5553957443,5/6/2016 9:00:00 PM,2,0.033333
13232,5553957443,5/6/2016 10:00:00 PM,22,0.366667
13235,5553957443,5/7/2016 1:00:00 AM,1,0.016667
13241,5553957443,5/7/2016 7:00:00 AM,6,0.1
13248,5553957443,5/7/2016 2:00:00 PM,2,0.033333
13251,5553957443,5/7/2016 5:00:00 PM,10,0.166667
13252,5553957443,5/7/2016 6:00:00 PM,20,0.333333
13253,5553957443,5/7/2016 7:00:00 PM,9,0.15
13254,5553957443,5/7/2016 8:00:00 PM,6,0.1
13255,5553957443,5/7/2016 9:00:00 PM,10,0.166667
13256,5553957443,5/7/2016 10:00:00 PM,19,0.316667
13257,5553957443,5/7/2016 11:00:00 PM,13,0.216667
13262,5553957443,5/8/2016 4:00:00 AM,3,0.05
13263,5553957443,5/8/2016 5:00:00 AM,1,0.016667
13264,5553957443,5/8/2016 6:00:00 AM,1,0.016667
13267,5553957443,5/8/2016 9:00:00 AM,8,0.133333
13268,5553957443,5/8/2016 10:00:00 AM,23,0.383333
13269,5553957443,5/8/2016 11:00:00 AM,1,0.016667
13270,5553957443,5/8/2016 12:00:00 PM,35,0.583333
13271,5553957443,5/8/2016 1:00:00 PM,26,0.433333
13272,5553957443,5/8/2016 2:00:00 PM,6,0.1
13273,5553957443,5/8/2016 3:00:00 PM,10,0.166667
13274,5553957443,5/8/2016 4:00:00 PM,20,0.333333
13275,5553957443,5/8/2016 5:00:00 PM,13,0.216667
13276,5553957443,5/8/2016 6:00:00 PM,24,0.4
13277,5553957443,5/8/2016 7:00:00 PM,37,0.616667
13278,5553957443,5/8/2016 8:00:00 PM,9,0.15
13279,5553957443,5/8/2016 9:00:00 PM,17,0.283333
13280,5553957443,5/8/2016 10:00:00 PM,1,0.016667
13282,5553957443,5/9/2016 12:00:00 AM,3,0.05
13283,5553957443,5/9/2016 1:00:00 AM,1,0.016667
13285,5553957443,5/9/2016 3:00:00 AM,1,0.016667
13288,5553957443,5/9/2016 6:00:00 AM,29,0.483333
13289,5553957443,5/9/2016 7:00:00 AM,42,0.7
13290,5553957443,5/9/2016 8:00:00 AM,37,0.616667
13291,5553957443,5/9/2016 9:00:00 AM,1,0.016667
13292,5553957443,5/9/2016 10:00:00 AM,10,0.166667
13293,5553957443,5/9/2016 11:00:00 AM,6,0.1
13294,5553957443,5/9/2016 12:00:00 PM,6,0.1
13295,5553957443,5/9/2016 1:00:00 PM,2,0.033333
13296,5553957443,5/9/2016 2:00:00 PM,1,0.016667
13298,5553957443,5/9/2016 4:00:00 PM,83,1.383333
13300,5553957443,5/9/2016 6:00:00 PM,54,0.9
13301,5553957443,5/9/2016 7:00:00 PM,51,0.85
13302,5553957443,5/9/2016 8:00:00 PM,25,0.416667
13303,5553957443,5/9/2016 9:00:00 PM,12,0.2
13304,5553957443,5/9/2016 10:00:00 PM,9,0.15
13309,5553957443,5/10/2016 3:00:00 AM,4,0.066667
13312,5553957443,5/10/2016 6:00:00 AM,37,0.616667
13313,5553957443,5/10/2016 7:00:00 AM,58,0.966667
13314,5553957443,5/10/2016 8:00:00 AM,2,0.033333
13316,5553957443,5/10/2016 10:00:00 AM,1,0.016667
13319,5553957443,5/10/2016 1:00:00 PM,9,0.15
13321,5553957443,5/10/2016 3:00:00 PM,3,0.05
13322,5553957443,5/10/2016 4:00:00 PM,10,0.166667
13323,5553957443,5/10/2016 5:00:00 PM,60,1.0
13324,5553957443,5/10/2016 6:00:00 PM,27,0.45
13325,5553957443,5/10/2016 7:00:00 PM,18,0.3
13326,5553957443,5/10/2016 8:00:00 PM,24,0.4
13327,5553957443,5/10/2016 9:00:00 PM,24,0.4
13328,5553957443,5/10/2016 10:00:00 PM,25,0.416667
13329,5553957443,5/10/2016 11:00:00 PM,21,0.35
13330,5553957443,5/11/2016 12:00:00 AM,5,0.083333
13332,5553957443,5/11/2016 2:00:00 AM,1,0.016667
13336,5553957443,5/11/2016 6:00:00 AM,1,0.016667
13338,5553957443,5/11/2016 8:00:00 AM,14,0.233333
13339,5553957443,5/11/2016 9:00:00 AM,5,0.083333
13340,5553957443,5/11/2016 10:00:00 AM,20,0.333333
13341,5553957443,5/11/2016 11:00:00 AM,9,0.15
13342,5553957443,5/11/2016 12:00:00 PM,21,0.35
13343,5553957443,5/11/2016 1:00:00 PM,2,0.033333
13344,5553957443,5/11/2016 2:00:00 PM,25,0.416667
13345,5553957443,5/11/2016 3:00:00 PM,16,0.266667
13346,5553957443,5/11/2016 4:00:00 PM,9,0.15
13347,5553957443,5/11/2016 5:00:00 PM,1,0.016667
13348,5553957443,5/11/2016 6:00:00 PM,21,0.35
13349,5553957443,5/11/2016 7:00:00 PM,11,0.183333
13350,5553957443,5/11/2016 8:00:00 PM,12,0.2
13351,5553957443,5/11/2016 9:00:00 PM,21,0.35
13353,5553957443,5/11/2016 11:00:00 PM,1,0.016667
13354,5553957443,5/12/2016 12:00:00 AM,1,0.016667
13355,5553957443,5/12/2016 1:00:00 AM,1,0.016667
13356,5553957443,5/12/2016 2:00:00 AM,4,0.066667
13359,5553957443,5/12/2016 5:00:00 AM,3,0.05
13360,5553957443,5/12/2016 6:00:00 AM,21,0.35
13361,5553957443,5/12/2016 7:00:00 AM,54,0.9
13369,5577150313,4/12/2016 5:00:00 AM,3,0.05
13371,5577150313,4/12/2016 7:00:00 AM,20,0.333333
13372,5577150313,4/12/2016 8:00:00 AM,9,0.15
13373,5577150313,4/12/2016 9:00:00 AM,14,0.233333
13374,5577150313,4/12/2016 10:00:00 AM,23,0.383333
13375,5577150313,4/12/2016 11:00:00 AM,49,0.816667
13376,5577150313,4/12/2016 12:00:00 PM,5,0.083333
13377,5577150313,4/12/2016 1:00:00 PM,4,0.066667
13378,5577150313,4/12/2016 2:00:00 PM,1,0.016667
13379,5577150313,4/12/2016 3:00:00 PM,7,0.116667
13380,5577150313,4/12/2016 4:00:00 PM,52,0.866667
13381,5577150313,4/12/2016 5:00:00 PM,15,0.25
13382,5577150313,4/12/2016 6:00:00 PM,8,0.133333
13383,5577150313,4/12/2016 7:00:00 PM,79,1.316667
13384,5577150313,4/12/2016 8:00:00 PM,8,0.133333
13385,5577150313,4/12/2016 9:00:00 PM,5,0.083333
13386,5577150313,4/12/2016 10:00:00 PM,2,0.033333
13390,5577150313,4/13/2016 2:00:00 AM,1,0.016667
13391,5577150313,4/13/2016 3:00:00 AM,1,0.016667
13392,5577150313,4/13/2016 4:00:00 AM,2,0.033333
13393,5577150313,4/13/2016 5:00:00 AM,4,0.066667
13394,5577150313,4/13/2016 6:00:00 AM,49,0.816667
13395,5577150313,4/13/2016 7:00:00 AM,9,0.15
13396,5577150313,4/13/2016 8:00:00 AM,11,0.183333
13397,5577150313,4/13/2016 9:00:00 AM,5,0.083333
13398,5577150313,4/13/2016 10:00:00 AM,14,0.233333
13399,5577150313,4/13/2016 11:00:00 AM,9,0.15
13405,5577150313,4/13/2016 5:00:00 PM,30,0.5
13407,5577150313,4/13/2016 7:00:00 PM,11,0.183333
13408,5577150313,4/13/2016 8:00:00 PM,62,1.033333
13409,5577150313,4/13/2016 9:00:00 PM,3,0.05
13412,5577150313,4/14/2016 12:00:00 AM,3,0.05
13416,5577150313,4/14/2016 4:00:00 AM,1,0.016667
13417,5577150313,4/14/2016 5:00:00 AM,11,0.183333
13419,5577150313,4/14/2016 7:00:00 AM,27,0.45
13420,5577150313,4/14/2016 8:00:00 AM,3,0.05
13421,5577150313,4/14/2016 9:00:00 AM,6,0.1
13423,5577150313,4/14/2016 11:00:00 AM,70,1.166667
13424,5577150313,4/14/2016 12:00:00 PM,15,0.25
13425,5577150313,4/14/2016 1:00:00 PM,8,0.133333
13427,5577150313,4/14/2016 3:00:00 PM,65,1.083333
13428,5577150313,4/14/2016 4:00:00 PM,67,1.116667
13429,5577150313,4/14/2016 5:00:00 PM,10,0.166667
13430,5577150313,4/14/2016 6:00:00 PM,4,0.066667
13431,5577150313,4/14/2016 7:00:00 PM,29,0.483333
13432,5577150313,4/14/2016 8:00:00 PM,15,0.25
13433,5577150313,4/14/2016 9:00:00 PM,5,0.083333
13434,5577150313,4/14/2016 10:00:00 PM,1,0.016667
13436,5577150313,4/15/2016 12:00:00 AM,3,0.05
13438,5577150313,4/15/2016 2:00:00 AM,1,0.016667
13439,5577150313,4/15/2016 3:00:00 AM,1,0.016667
13440,5577150313,4/15/2016 4:00:00 AM,1,0.016667
13441,5577150313,4/15/2016 5:00:00 AM,16,0.266667
13443,5577150313,4/15/2016 7:00:00 AM,25,0.416667
13444,5577150313,4/15/2016 8:00:00 AM,12,0.2
13445,5577150313,4/15/2016 9:00:00 AM,13,0.216667
